specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 0685308;6;7214637;ACANTHACEAE;Dicliptera;umbellata;;Tansania;;;;False;Kilimanjaro;;;False;28/06/1915 - 28/06/1915;;;;;;;A. Peter;;;;;;;60211;;A. Peter, Reisen in Afrika 1913-1915;;;;True;D Ost Afrika, Nord Pare: Kilomeni → Kissangara. c. 1500 m ü. M.;;False;;;;;;-3.755 , 37.632;;;;
B;Herbarium Berolinense;B 10 1183399;6;7214637;ACANTHACEAE;Justicia;pseudorungia;;Tansania;False;;;;Tanga;;;;01/10/1913 - 31/10/1913;False;False;;;;;Grote;;False;;;;;;True;A. Peter;False;;;True;D Ost Afrika, O Usambara: Urwald Amani.;False;;;;;;;-5.1005555 , 38.6334587;;;;False
B;Herbarium Berolinense;B 10 1183476;6;7214637;ACANTHACEAE;Justicia;spicigera;;Mexiko;False;;;;Oaxaca;;;;06/06/1969 - 06/06/1969;False;False;;;;;G. M. Calderón;;False;;;;;1915;False;;True;F. Ramos M.;;False;Plan de Ayala, Mun. Chiltepec. Tipo Veg: Selva. Altitud: 80 m.;False;;;;;;;18.374444444444446 , -96.66611111111112;;;;
B;Herbarium Berolinense;B 10 1183474;6;7214637;ACANTHACEAE;Justicia;spicigera;;Mexiko;;;;False;Quintana Roo;;;False;16/05/1985 - 16/05/1985;;;;;;;E. Cabrera Con H. de Cabrera;;;;;;;8322;;;True;Thomas F. Daniel;;;Mun. Carrillo Puerto. A 32 km al SO de Felipe Carillo Puerto, sobre el camino a Kopchen y la Mistekilla. Selva mediana con Manilkara y Bursera.;;False;;;;;;19.374653 , -88.152839;;;;
B;Herbarium Berolinense;B 10 1183471;6;7214637;ACANTHACEAE;Justicia;soliana;;Guatemala;False;;;;Escuintla;;;;10/12/1993 - 10/12/1993;False;False;;;;;Juan J. Castillo, J. M. Vargas, E. Medinilla;;False;;;;;2107;False;;True;T. F. Daniel;;False;Palin. Entre Palin y Escuintla, antes de llegar al Quetzal de Piedra. En un terreno inclinado y rocoso. Orilla del Río Michatoya.;False;;;;;;;14.353877509960682 , -90.7412338256836;;;;False
B;Herbarium Berolinense;B 10 1183516;6;7214637;ACANTHACEAE;Justicia;sulphuriflora;;Tansania;False;;;;Morogoro;;;;23/02/1934 - 23/02/1934;False;False;;;;;H. J. Schlieben;;False;;;;;3564;False;;True;M. Steiner;;False;Tanganjika Terr., Uluguru-Gebirge, 2400 m. ü. M., Lukwanguleplateau Nebelwald;False;;;;;;;-7.127552231136561 , 37.60911941528321;;;;False
B;Herbarium Berolinense;B 10 0544149;6;7214637;ACANTHACEAE;Justicia;striata;;Tansania;False;;;;Tanga;;;;18/12/1914 - 18/12/1914;False;False;;;;;A. Peter;;False;;;;;60060;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika, O Usambara: am Bomole bei Amani, fast ganz auf der Höhe. c. 1000 m ü. M., V.1 Z.2;;False;;;;;;-5.100626853763425 , 38.617758750915534;;;;False
B;Herbarium Berolinense;B 10 0677137;6;7214637;ACANTHACEAE;Justicia;striata;;Tansania;False;;;;Tanga;;;;01/06/1917 - 01/06/1917;False;False;;;;;A. Peter;;False;;;;;60535;False;A. Peter, Reisen in Afrika 1913/16;False;;;True;D Ost Afrika, O Usambara, Ngonja: Marimba → Maramba. c. 250 m ü. M.;False;;;;;;;-4.9089 , 38.7797;;;;False
B;Herbarium Berolinense;B 10 0113152;6;7214637;ACANTHACEAE;Justicia;areysiana;;Jemen;False;;;;Abyan;;;;22/11/2000 - 22/11/2000;False;False;;;;;Bruno Mies;;False;;;;;1781;False;Bruno Mies;False;P. Hein;;False;Wadi An Saria of Jebel Urays, volcanic caldeira, 25 km E of Shuqra. 400-780 m a.s.l., Expos. S. soil from volcanic tuffits, woodland.;False;;;;;;;13.466666666666667 , 45.91833333333333;;;;False
B;Herbarium Berolinense;B 10 1182967;6;7214637;ACANTHACEAE;Justicia;caerulea;;Tansania;False;;;;Tanga;;;;29/04/1953 - 29/04/1953;False;False;;;;;R. B. Drummond and J. H. Hemsley;;False;;;;;2271;False;;True;;;True;Tanganyika: Lushoto District, 3 miles N.W. of Mombo. 425 m. Alluvial plain, in waterlogged soil.;False;;;;;;;-4.85507 , 38.25654;;;;False
B;Herbarium Berolinense;B 10 1184806;6;7214637;ACANTHACEAE;Megalochlamys;violacea;;Kenia;False;;;;North-Eastern;;;False;13/05/1952 - 13/05/1952;False;False;;;;;J. B. Gillett;;False;;;;;13152;False;;True;K. Vollesen;;False;"Dandu, Northern Prov., alt. 2600 ft. Red sandy loam, and black cotton soil. Alt. 750 m., with mountain rising to 1100 m. Rainfall perhaps between 300 and 400 mm. with maxima in April and probably November. In 1952 the main rains started on 27th March. Rock red granite; soils (a) a red sandy loam on well drained slopes, (b) pale sandy soil near watercourses, (c) a yellowish brown powdery soil on flats, (d) 'black cotton soil', glutinous, cracking, in arcas of impeded drainage. A rich Commiphora-Acacia scrub with scattered larger trees such as Delonix, Terminalia, Gyrocarpus.";;False;;;;;;3.4333333333333336 , 39.9;;;;False
B;Herbarium Berolinense;B 10 0514118;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;False;;;;Tanga;;;;10/06/1926 - 10/06/1926;False;False;;;;;A. Peter;;False;;;;;46634;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;D Ost Afrika, W Usambara: Pori nordwestlich bei Buiko. c. 530 m ü. M.;False;;;;;;;-4.637633961693107 , 38.042950630187995;;;;False
B;Herbarium Berolinense;B 10 0544711;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;False;;;False;Kilimanjaro;;;;22/06/1915 - 22/06/1915;;;;;;;A. Peter;;;;;;;60205;;A. Peter, Reisen in Afrika 1913-1915;;;;True;D Ost Afrika, Nord Pare: Pori Lembeni → Kahe. c. 750 m ü. M., V.1 Z.2;;False;;;;;;-3.6153326980041554 , 37.52803536429075;;;;
B;Herbarium Berolinense;B 10 0685285;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;;;;False;Kilimanjaro;;;False;02/02/1915 - 02/02/1915;;;;;;;A. Peter;;;;;;;60081;;A. Peter, Reisen in Afrika 1913-1915;;;;True;D Ost Afrika, Pare: Dornpori bei Makania, c. 700 m ü. M.  Z. 4;;False;;;;;;-4.348208533946874 , 37.82511234283448;;;;
B;Herbarium Berolinense;B 10 0685286;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;False;;;;Kilimanjaro;;;;02/02/1915 - 02/02/1915;False;False;;;;;A. Peter;;False;;;;;60081;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika, Pare: Dornpori bei Makania. c. 700 m ü. M.;False;;;;;;;-4.347089124664347 , 37.83554077148438;;;;False
B;Herbarium Berolinense;B 10 1182909;6;7214637;ACANTHACEAE;Justicia;axillaris;;Brasilien;False;;;;Rio Grande do Sul;;;;07/01/1949 - 07/01/1949;False;False;;;;;B. Rambo;;False;;;;;;True;;True;;;True;Cachoeirinha p. Gravatai, In humidis subdumetosis;False;;;;;;;-29.948762039135374 , -51.08715534210206;;;;False
B;Herbarium Berolinense;B 10 1182917;6;7214637;ACANTHACEAE;Justicia;betonica;;Vereinigtes Königreich;True;;;;Richmond upon Thames;;;;19/08/1954 - 19/08/1954;False;False;;;;;R. B. Drummond and J. H. Hemsley;;False;;;;;2289;False;;True;;;True;cult. Kew, [Heimat:] Tanganyika: Lushoto District;False;;;;;;;51.4833025 , -0.2931093186384668;;;;False
B;Herbarium Berolinense;B 10 1182972;6;7214637;ACANTHACEAE;Justicia;caerulea;;Kenia;False;;;;Eastern;;;;19/09/1952 - 19/09/1952;False;False;;;;;J. B. Gillett;;False;;;;;13933;False;;True;;;True;"Furroli, Nothern Prov. Undulating lava plateau (c. 950 m.) Granite mountain to 1,890 m. with 'Halo' of red sandy loam around it. Rainfall of plain probably c. 250 mm., of mountain top more and in September cloud there every morning, unusually heavy rain on 26 August, 1952 had produced flowers out of season. Vegetation of lava plains transition to open desert, grass-desert shrublet formation; on sand and hills, Commiphora-Acacia scrub; on mountain slopes, dry montane scrub; on mountain top. Juniperus-Olea-Tarchonanthus, etc., scrub.";False;;;;;;;3.7154065878781557 , 37.964887619018555;;;;False
B;Herbarium Berolinense;B 10 1182969;6;7214637;ACANTHACEAE;Justicia;caerulea;;Tansania;False;;;;Arusha;;;;24/06/1965 - 24/06/1965;False;False;;;;;P. J. Greenway & Kanuri;;False;;;;;11907;False;;True;;;True;Tanganyika, Mbulu Dist., Msasa Plain, alt.: 3200 ft., Lake Manyara Nat. Park;False;;;;;;;-3.44172 , 35.8063;;;;False
B;Herbarium Berolinense;B 10 1183015;6;7214637;ACANTHACEAE;Justicia;campestris;;Argentinien;False;;;;Entre Ríos;;;;24/04/1878 - 24/04/1878;False;False;;;;;P. G. Lorentz;;False;;;;;;True;Baschant;False;;;True;bei Parana;False;;;;;;;-31.71706906981805 , -60.54874420166016;;;;False
B;Herbarium Berolinense;B 10 1183014;6;7214637;ACANTHACEAE;Justicia;campestris;;Argentinien;False;;;;Catamarca;;;;18/02/1950 - 18/02/1950;False;False;;;;;H. Sleumer;;False;;;;;33;False;;True;H. Sleumer;;False;Dep. Andalgalá, El Suncho  Alt.: 1500 m;False;;;;;;;-27.578057740310083 , -66.27699851989748;;;;False
B;Herbarium Berolinense;B 10 0653567;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;False;;;;Arusha;;;;30/07/1926 - 30/07/1926;False;False;;;;;A. Peter;;False;;;;;43460;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;Deutsch-Ost Afrika [sic!], Magadi: Ngabora Fluss → Mgungani Fluss, Hohenlohe Graben. c. 1100-1230 m ü. M.;False;;;;;;;-3.4643185174055504 , 35.50369262695313;;;;False
B;Herbarium Berolinense;B 10 0685288;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;False;;;;Kilimanjaro;;;;03/02/1915 - 03/02/1915;False;False;;;;;A. Peter;;False;;;;;60085;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika, Pare:Makania → das Gebirge hin. c. 700 m ü. M.;False;;;;;;;-4.349 , 37.826;;;;False
B;Herbarium Berolinense;B 10 0685312;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;False;;;;Tanga;;;;03/06/1915 - 03/06/1915;False;False;;;;;A. Peter;;False;;;;;60172;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika,  Pare: im Pori Mkomasi - Mkumbara bei Kilom. 156 / 161.  c. 480 m ü. M.;False;;;;;;;-4.702 , 38.143;;;;False
B;Herbarium Berolinense;B 10 0652832;6;7214637;ACANTHACEAE;Megalochlamys;revoluta subsp. revoluta;;Tansania;;;;False;Kilimanjaro;;;False;25/02/1915 - 25/02/1915;;;;;;;A. Peter;;;;;;;60112;;A. Peter, Reisen in Afrika 1913-1915;;;;True;D Ost Afrika, Pare: westl. Makanja. c. 700 m ü. M., Z. 4;;False;;;;;;-4.359077280395535 , 37.80652621703838;;;;
B;Herbarium Berolinense;B 10 0193962;6;7214637;ACANTHACEAE;Dicliptera;unguiculata;;Venezuela;False;;;;Miranda;;;;19/03/1993 - 19/03/1993;False;False;;;;;Winfried Meier;;False;;;;;3502;False;;True;Winfried Meier;;False;Cascada en Quebrada Tacamahaca, vertiente sur, al noreste de Caracas, alt.: 1520 msnm. hierba terrestre comun hasta a lo largo del canalde Garate en 1220 msnm.;False;;;;;;;10.534722222222221 , -66.71805555555555;;;;False
B;Herbarium Berolinense;B 10 1182056;6;7214637;ACANTHACEAE;Diflugossa;filiformis;;Indonesien;False;;;;;;;True;;;True;;;;;;;True;;;;;;True;Reliquiae Hildebrandianae;False;C. E. B. Bremekamp;;False;Java;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1182058;6;7214637;ACANTHACEAE;Diflugossa;filiformis;;Indonesien;;;;False;;;;True;;;True;;;;;;;True;;;;;;True;Reliquiae Hildebrandianae;;;;True;Java;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1182949;6;7214637;ACANTHACEAE;Justicia;brandegeeana;;Deutschland;True;;;False;Berlin;;;False;01/01/1937 - 31/12/1937;;;;;;;Bothe;;;;;;;;True;H. Bothe;;Thomas F. Daniel;;;Kult. Topfpflanze. [Berlin, Esmarchstr. 18];;False;;;;;;52.5328818 , 13.4321724;;;;
B;Herbarium Berolinense;B 10 1045208;6;7214637;ACANTHACEAE;Justicia;betonica;;Südafrika;False;;;;Mpumalanga;;;;31/01/2016 - 31/01/2016;False;False;;;;;Balkwill, K., Oosthuizen, D.;;False;;;;;13771;False;;True;Balkwill, K.;;False;Nelspruit District, Road from Sudwala to Sabie. Beside road. Just before plantations on both sides of  the road. More common on chert than dolomite.;;False;;;;;;-25.243931088624734 , 30.762542858719833;;;;False
B;Herbarium Berolinense;B 10 1051040;6;7214637;ACANTHACEAE;Justicia;betonica;;Südafrika;;;;False;Mpumalanga;;;False;29/11/2011 - 29/11/2011;;;;;;;Balkwill, K., Reddy, R. A.;;;;;;;12614;;;True;Balkwill, K.;;;Nelspruit District, south-east of Nelspruit, on the farm Joubertsluk 246 JU.  Near Nelspruit. Behind Consort Gold Mine, extension of Parados. Above Uilkop. 667 m. On Serpentine. Grassland.;;False;;;;;;-25.629722222222224 , 31.101944444444445;;;;
B;Herbarium Berolinense;B 10 1183275;6;7214637;ACANTHACEAE;Justicia;interrupta;;Tansania;;;;False;Tanga;;;False;21/01/1909 - 21/01/1909;;;;;;;Kränzlin;;;;;;;;True;A. Peter, Reisen in Afrika 1913-1919;;;;True;D Ost Afrika, O Usambara: am Kwamkuyo bei Amani.;;False;;;;;;-5.101844 , 38.635783;;;;
B;Herbarium Berolinense;B 10 1182024;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Tansania;;;;False;Morogoro;;;False;10/06/1933 - 10/06/1933;;;;;;;H. J. Schlieben;;;;;;;3999;;;True;L. McDade + E. Tripp;;;Tanganjika Terr., Uluguru-Gebirge, N.W. seite, Nebelwald. 1300 m. ü. M. Kepogoro : Mido;True;;;;;;;-6.873255544129181 , 37.79159545898438;;;;False
B;Herbarium Berolinense;B 10 1182014;6;7214637;ACANTHACEAE;Dicliptera;sp.;;Südafrika;False;;;;KwaZulu-Natal;;;;07/10/1972 - 07/10/1972;False;False;;;;;;;True;;;;;999;;W. Schwabe;False;L. McDade & E. Tripp;;False;östl. Natal;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1037162;6;7214637;ACANTHACEAE;Justicia;betonica;;Südafrika;;;;False;Mpumalanga;;;False;24/11/2013 - 24/11/2013;;;;;;;"Cron, G. V., McCallum, D. A.; Reddy, R. A. & Balkwill, K.";;;;;;;1217;;;True;;;True;Barberton District, Barberton Mountainlands Reserve, on the farm Wonder Scheur 362 Ju. On road down to wetland. 930 m. E facing slope.;;False;;;;;;-25.75 , 31.133333333333333;;;;
B;Herbarium Berolinense;B 10 1182925;6;7214637;ACANTHACEAE;Justicia;betonica;;Simbabwe;False;;;;Matabeleland North;;;;19/04/1972 - 19/04/1972;False;False;;;;;R. K. Grosvenor;;False;;;;;725;False;;True;;;True;Rhodesia, District Wankie, Wankie National Park. Mpumulu Pan ± 8 km NW of Main Camp. Sandy soil.;;False;;;;;;-18.683333333333334 , 26.9;;;;
B;Herbarium Berolinense;B 10 0013003;6;7214637;ACANTHACEAE;Justicia;betonica;;Südafrika;False;;;;Limpopo;;;;09/04/1990 - 09/04/1990;False;False;;;;;K. Melville;;False;;;;;3;False;;True;K. Melville;;False;"Transvaal, Pietersburg District, Wolkberg. 0.5 km from turn-off to ""Losch Boerdery"". Sand road to Serala Forest Station. On RHS verge. Alt.: 1500 m";False;;;;;;;-23.98280151809829 , 30.067607954581852;;;;
B;Herbarium Berolinense;B 10 1182921;6;7214637;ACANTHACEAE;Justicia;betonica;;Demokratische Republik Kongo;;;;False;Nord-Kivu;;;False;01/04/1929 - 31/05/1929;;;;;;;H. Humbert;;;;;;;7881;;;True;;;True;Plaines de laves entre les Lacs Kivu et Edouard (Congo Belge), Altitude: 1460-2000 m.;;False;;;;;;-1.4723399714866845 , 29.32770513612817;;;;
B;Herbarium Berolinense;B 10 1182920;6;7214637;ACANTHACEAE;Justicia;betonica;;Uganda;False;;;;Mpigi;;;;11/10/1953 - 11/10/1953;False;False;;;;;R. B. Drummond and J. H. Hemsley;;False;;;;;4738;False;;True;;;True;Mpanga Forest Reserve, about 5 miles S.W. of Mpigi, Mengo District, 1150 m. Shrub layer of forest.;;False;;;;;;0.21458189855889329 , 32.30865509236966;;;;False
B;Herbarium Berolinense;B 10 0670479;6;7214637;ACANTHACEAE;Megaskepasma;erythrochlamys;;Costa Rica;True;;;;Puntarenas;;;;10/02/1971 - 10/02/1971;False;False;;;;;William T. Gillis & Timothy C. Plowman;;False;;;;;10091;False;;True;;;True;Cultivated at Finca las Cruces, 6 km south of San Vito de Java, 1220 m elevation.;False;;;;;;;8.7854809 , -82.9593099;;;;False
B;Herbarium Berolinense;B 10 0740899;6;7214637;ACANTHACEAE;Megaskepasma;erythrochlamys;;Honduras;False;;;;Islas de la Bahía;;;;14/04/2015 - 14/04/2015;False;False;;;;;Lilian Ferrufino, German Sandoval, Einstein Flores y Gabriela Ochoa;;False;;;;;646;False;Cyril Hardy Nelson Sutherland;False;;;True;Isla Barbateta. Camino del aeropuerto hacia el Norte. 20 msnm;False;;;;;;;16.433333333333334 , -86.13694444444445;;;;False
B;Herbarium Berolinense;B 10 1182055;6;7214637;ACANTHACEAE;Diflugossa;filiformis;;Indonesien;;;;False;Central Java;;;False;10/04/1912 - 10/04/1912;;;;;;;J. A. Lörzing;;;;;;;326;;;True;C. E. B. Bremekamp;;;S. Hang des Gunung Blentjong, ± 1600 m. Im Gesträuch.;;False;;;;;;-7.833333 , 110.533333;;;;
B;Herbarium Berolinense;B 10 1182054;6;7214637;ACANTHACEAE;Diflugossa;colorata;;Singapur;True;;;;;;;True;01/04/1905 - 30/04/1905;False;False;;;;;;;True;;;;;;True;;True;C. E. B. Bremekamp;;False;Singapore cult.;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1182052;6;7214637;ACANTHACEAE;Diflugossa;colorata;;Indonesien;True;;;;;;;True;;;True;;;;;;;True;;;;;;True;Hillebrand;False;C. E. B. Bremekamp;;False;Java cult.;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1182135;6;7214637;ACANTHACEAE;Dyschoriste;fischeri;;Südafrika;False;;;;Limpopo;;;;16/10/1956 - 16/10/1956;False;False;;;;;A. D. F. Meeuse;;False;;;;;9726;False;;True;;;True;Zoutpansberg. ± 2 m. E. of P. O. Wylies Poort en Pisanghoek road. Dry thorn bush.;False;;;;;;;-22.98510346089439 , 29.971475601196293;;;;False
B;Herbarium Berolinense;B 10 1185981;6;7214637;ACANTHACEAE;Pseuderanthemum;hildebrandtii;;Tansania;False;;;;Morogoro;;;;31/03/1953 - 31/03/1953;False;False;;;;;R. B. Drummond and J. H. Hemsley;;False;;;;;1956;False;;True;;;True;Tanganyika: Lusunguru forest reserve, nr. Mtibwa sawmill, 4 miles N. of Turiani, 500 m. Field layer of groundwater forest.;False;;;;;;;-6.10442 , 37.6057;;;;False
B;Herbarium Berolinense;B 10 1185980;6;7214637;ACANTHACEAE;Pseuderanthemum;hildebrandtii;;Tansania;False;;;;Tanga;;;;07/07/1953 - 07/07/1953;False;False;;;;;R. B. Drummond and J. H. Hemsley;;False;;;;;3208;False;;True;;;True;Lushoto District. Lower slopes of Mavumbi peak, N. E. of Mashewa. 800 metres. Shrub layer of forest in valley on hillside.;False;;;;;;;-5.139159903612792 , 38.65788459777833;;;;False
B;Herbarium Berolinense;B 10 1183148;6;7214637;ACANTHACEAE;Justicia;flava;;Kenia;;;;False;Eastern;;;False;18/05/1969 - 18/05/1969;False;False;;;;;D. M. Napper & Q. Jones;;;;;;;1950;;;True;;;True;"(K4) Machakos District, Bushwackers Safari Camp (Masaleni); 780 m. Dense Commiphora, Acacia, Combretum bush with Adansonia, Grewia, Boscia etc.";False;;;;;;;-2.3166666666666664 , 38.11666666666667;;;;
B;Herbarium Berolinense;B 10 1183166;6;7214637;ACANTHACEAE;Justicia;flava;;Demokratische Republik Kongo;;;;False;Orientale;;;False;01/07/1931 - 31/07/1931;;;;;;;J. Lebrun;;;;;;;3316;;;True;D. Champluvier;;;Zaïre. Entre Wamba et Gombari. Forêt;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0758148;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;02/09/1915 - 02/09/1915;False;False;;;;;A. Peter;;False;;;;;60310;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika, W Usambara: Gegend Mpanga bei Mashewa, c. 450 m ü. M.;False;;;;;;;-4.695574503196872 , 38.66028785705567;;;;False
B;Herbarium Berolinense;B 10 0652759;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Kilimanjaro;;;False;25/02/1915 - 25/02/1915;False;False;;;;;A. Peter;;False;;;;;60113;False;;True;;;True;D Ost Afrika, Landschaft Pare: westl. Makanja. c. 700 m ü. M.;;False;;;;;;-4.36366 , 37.77352;;;;
B;Herbarium Berolinense;B 10 0652784;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;False;29/05/1915 - 29/05/1915;False;False;;;;;A. Peter;;False;;;;;60153;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika, Pare: Buschpori bei Buiko. c. 560 m ü. M.;False;;;;;;;-4.65 , 38.05;;;;False
B;Herbarium Berolinense;B 10 0677164;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;28/10/1915 - 28/10/1915;False;False;;;;;Zimmermann;;False;;;;;60349;False;A. Peter, Reisen in Afrika 1913-15;False;;;True;D Ost Afrika, W Usambara: Ngomba [Gomba] bei Makuyuni.;False;;;;;;;-5.0279793182667625 , 38.31344604492188;;;;False
B;Herbarium Berolinense;B 10 0647812;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;;;;False;Tanga;;;False;24/05/1916 - 24/05/1916;;;;;;;A. Peter;;;;;;;60407;;A. Peter, Reisen in Afrika 1913/16;;;;True;"D Ost Afrika, O Usambara: Amani; Urwald bei der Wasserleitung. c. 900 m ü. M., V. 1, Z. 2";;False;;;;;;-5.1005555 , 38.6334587;;;;
B;Herbarium Berolinense;B 10 0647839;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;;;;False;Tanga;;;False;04/08/1916 - 04/08/1916;;;;;;;A. Peter;;;;;;;60431;;;True;;;True;D Ost Afrika, O Usambara: Kwamkuyo-Fälle bei Amani, c. 800 m ü. M.;;False;;;;;;-5.100944489827334 , 38.633229732513435;;;;
B;Herbarium Berolinense;B 10 0685278;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;24/12/1914 - 24/12/1914;False;False;;;;;A. Peter;;False;;;;;60068;False;;True;;;True;D Ost Afrika, O Usambara: Hochweiden von Monga. [Amani] 1050 m ü. M.;False;;;;;;;-5.1 , 38.6;;;;False
B;Herbarium Berolinense;B 10 0685260;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;False;;;;Tanga;;;;30/11/1914 - 30/11/1914;False;False;;;;;A. Peter;;False;;;;;60055;False;;True;;;True;D Ost Afrika, O Usambara: Mnyussi > Kwamkoro. c. 700 m ü. M.;False;;;;;;;-5.144053938594657 , 38.61338138580323;;;;False
B;Herbarium Berolinense;B 10 0544002;6;7214637;ACANTHACEAE;Justicia;flava;;Tansania;;;;False;Tanga;;;False;08/06/1915 - 08/06/1915;;;;;;;A. Peter;;;;;;;60183;;A. Peter, Reisen in Afrika 1913-15;;;;True;D Ost Afrika, Pare: Panganiwiesen nördl. Buiko. c. 560 m ü. M.;;False;;;;;;-4.65 , 38.05;;;;
B;Herbarium Berolinense;B 10 1183205;6;7214637;ACANTHACEAE;Justicia;gendarussa;;Deutschland;True;;;False;Nordrhein-Westfalen;;;False;01/01/1823 - 31/12/1823;;;;;;;;;True;;;;;;True;Sehlmeyer;;;;True;E horto Bonnensi,  Herkunft: Hab. in India orientali.;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1183209;6;7214637;ACANTHACEAE;Justicia;gendarussa;;Vietnam;False;;;;Đồng Nai;;;;01/03/1877 - 31/03/1877;False;False;;;;;L. P. [L. Pierre];;False;;;;;24;False;L. Pierre;False;;;True;ad Chiao Xhám in prov. Bien hoa [Biên Hòa] Aust. Coch.;False;;;;;;;10.959730723780845 , 106.85817718505861;;;;False
B;Herbarium Berolinense;B 10 1183206;6;7214637;ACANTHACEAE;Justicia;gendarussa;;Indien;;;;False;Karnataka;;;False;;;True;;;;;;;True;;;;;;True;L. C. Treviranus;;;;True;Incolis: Kappu-neki. Prope urbem Mangalor. Floret tempore pluvio.;True;False;;;;;;12.865360291765295 , 74.89416424811016;;;;
B;Herbarium Berolinense;B 10 1183210;6;7214637;ACANTHACEAE;Justicia;goetzei;;Tansania;False;;;;Iringa;;;;08/03/1934 - 08/03/1934;False;False;;;;;C. Troll;;False;;;;;5351;False;;True;;;True;Iringa 1800 m, Pflanzung Preusser, Grasfluren;False;;;;;;;-7.779200180884662 , 35.71157455444337;;;;False
B;Herbarium Berolinense;B 10 1183825;6;7214637;ACANTHACEAE;Justicia;lithospermifolia;;Peru;False;;;;;;;True;;;True;;;;;;;True;;;;;;True;Sehlmeyer;False;;;True;Peru;False;;;;;;;;;;;True
